Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
broccoli-1kg,"Broccoli, 1kg","<span data-mce-fragment=""1"">Et nemo eum laborum in voluptates ex. Temporibus cumque ea qui assumenda ut vero cumque praesentium. Voluptas expedita fuga accusamus provident.</span>
<div id=""gtx-trans"" style=""position: absolute; left: 450px; top: 47px;"">
<div class=""gtx-trans-icon""></div>
</div>
<div class=""ddict_btn"" style=""top: 39px; left: 424.297px;""><img src=""chrome-extension://bpggmmljdiliancllaapiggllnkbjocb/logo/48.png""></div>",Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,"fruit, organic, vegetables",true,Title,Default Title,,,,,"",0.0,shopify,100,deny,manual,2.00,3.00,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/10.jpg?v=1652329524,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
pomegranate-0-5kg,"Pomegranate, 0.5kg","<span data-mce-fragment=""1"">Et nemo eum laborum in voluptates ex. Temporibus cumque ea qui assumenda ut vero cumque praesentium. Voluptas expedita fuga accusamus provident.</span>
<div id=""gtx-trans"" style=""position: absolute; left: 450px; top: 47px;"">
<div class=""gtx-trans-icon""></div>
</div>
<div class=""ddict_btn"" style=""top: 39px; left: 424.297px;""><img src=""chrome-extension://bpggmmljdiliancllaapiggllnkbjocb/logo/48.png""></div>",Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,"fruit, organic, vegetables",true,Title,Default Title,,,,,"",0.0,shopify,100,deny,manual,3.00,,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/9.jpg?v=1652329352,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
tomato-1kg,"Tomato, 1kg","<span data-mce-fragment=""1"">Et nemo eum laborum in voluptates ex. Temporibus cumque ea qui assumenda ut vero cumque praesentium. Voluptas expedita fuga accusamus provident.</span>
<div id=""gtx-trans"" style=""position: absolute; left: 450px; top: 47px;"">
<div class=""gtx-trans-icon""></div>
</div>
<div class=""ddict_btn"" style=""top: 39px; left: 424.297px;""><img src=""chrome-extension://bpggmmljdiliancllaapiggllnkbjocb/logo/48.png""></div>",Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,"fruit, organic, vegetables",true,Title,Default Title,,,,,"",0.0,shopify,100,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/7.jpg?v=1652328946,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
potato,"Potato, 1kg","<span data-mce-fragment=""1"">Et nemo eum laborum in voluptates ex. Temporibus cumque ea qui assumenda ut vero cumque praesentium. Voluptas expedita fuga accusamus provident.</span>
<div id=""gtx-trans"" style=""position: absolute; left: 450px; top: 47px;"">
<div class=""gtx-trans-icon""></div>
</div>
<div class=""ddict_btn"" style=""top: 39px; left: 424.297px;""><img src=""chrome-extension://bpggmmljdiliancllaapiggllnkbjocb/logo/48.png""></div>",Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,"fruit, organic, vegetables",true,Title,Default Title,,,,,"",0.0,shopify,100,deny,manual,10.00,,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/6.jpg?v=1652328810,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
organic-onion,Organic Onion,"Illum praesentium magnam rerum enim. Eveniet velit suscipit omnis. Adipisci ab ut distinctio qui qui. Nesciunt repellendus optio vitae quo.
<div id=""gtx-trans"" style=""position: absolute; left: 347px; top: 47px;"">
<div class=""gtx-trans-icon""></div>
</div>
<div class=""ddict_btn"" style=""top: 37px; left: 348.953px;""><img src=""chrome-extension://bpggmmljdiliancllaapiggllnkbjocb/logo/48.png""></div>",Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,"",true,Title,Default Title,,,,,"",0.0,shopify,100,continue,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/5.jpg?v=1652328561,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
organic-banana,Organic Banana,Illum praesentium magnam rerum enim. Eveniet velit suscipit omnis. Adipisci ab ut distinctio qui qui. Nesciunt repellendus optio vitae quo.,Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,"",true,Title,Default Title,,,,,"",0.0,shopify,100,continue,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/4.jpg?v=1652328084,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
tofu-bolognese-pasta-sauce,Tofu Bolognese Pasta Sauce,"Chopped tomatoes* (69.6%), tofu* (contains soya) (8%), onions*, red peppers*, lemon juice*, extra virgin olive oil*, parsley*, garlic*, grape juice*, sea salt, oregano*.",Biona,Home & Garden > Kitchen & Dining > Cookware & Bakeware > Cookware > Saucepans,,sauce,true,Title,Default Title,,,,,"",0.0,shopify,1000,deny,manual,4.00,,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/p5.jpg?v=1652261185,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
pork,Organic Pork,Officiis et voluptatem repudiandae et quia. Provident fugiat ut fugiat dolor rem incidunt. Repellat voluptatem voluptatem illum incidunt facere.,Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,"",true,Title,Default Title,,,,,"",0.0,shopify,10,continue,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/p1.jpg?v=1651594708,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
papaya-red,Papaya Red,There is a slight sweetness but it’s not overly powerful. Ripe papaya has a buttery texture that melts in your mouth.,Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,"",true,Title,Default Title,,,,,"",0.0,shopify,1,continue,manual,10.00,,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/p4.jpg?v=1651594486,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
pineapple,Pineapple,"Organic Pineapple is incredibly sweet and fruity, tasting something like a marriage of citrus and apple!",Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,"",true,Title,Default Title,,,,,"",0.0,shopify,8,deny,manual,40.00,,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/p3.jpg?v=1651594212,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
organic-pink-radish,Organic Pink Radish,"<span data-mce-fragment=""1"">Et nemo eum laborum in voluptates ex. Temporibus cumque ea qui assumenda ut vero cumque praesentium. Voluptas expedita fuga accusamus provident.</span>",Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,"",true,Title,Default Title,,,,,"",0.0,shopify,0,continue,manual,90.00,,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/p2.jpg?v=1651594072,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
fresh-watermelon,Fresh Watermelon,Illum praesentium magnam rerum enim. Eveniet velit suscipit omnis. Adipisci ab ut distinctio qui qui. Nesciunt repellendus optio vitae quo.,Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,Best Seller,true,Title,Default Title,,,,,"",0.0,shopify,0,continue,manual,45.00,60.00,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/8.jpg?v=1647085935,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
orange-fruit,Orange fruit,Illum praesentium magnam rerum enim. Eveniet velit suscipit omnis. Adipisci ab ut distinctio qui qui. Nesciunt repellendus optio vitae quo.,Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,"",true,Title,Default Title,,,,,"",0.0,shopify,0,continue,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/1.jpg?v=1647085894,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
enormous-marble-shoes,Enormous Marble Shoes,Illum praesentium magnam rerum enim. Eveniet velit suscipit omnis. Adipisci ab ut distinctio qui qui. Nesciunt repellendus optio vitae quo.,Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,"",true,Title,Default Title,,,,,"",0.0,shopify,0,continue,manual,35.00,,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/3.jpg?v=1647085652,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
aerodynamic-marble-chair,Aerodynamic Marble Chair,"<span data-mce-fragment=""1"">Et nemo eum laborum in voluptates ex. Temporibus cumque ea qui assumenda ut vero cumque praesentium. Voluptas expedita fuga accusamus provident.</span>",Freshio,"Food, Beverages & Tobacco > Food Items > Fruits & Vegetables",,"",true,Title,Default Title,,,,,"",0.0,shopify,0,continue,manual,90.00,,true,true,"",https://cdn.shopify.com/s/files/1/0601/8636/2033/products/2.jpg?v=1646037588,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
